status_pemeriksaan;durasi;sejarah_kredit;tujuan_kredit;jumlah kredit;status_tabungan;pekerjaan;komitmen_cicilan;status_pribadi;pihak_lain;lama_tinggal;nilai_properti;usia;rencana_pembayaran_lainnya;tempat_tinggal;kredit_yang_ada;pekerjaan;jumlah_tanggungan;memiliki_ponsel;pekerja_asing;kelas
<0;12;berbayar yang ada;mobil baru;1228;<100;1;4;wanita bercerai/menikah;tidak ada;2;perumahan;24;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;buruk
0<=X<200;9;berbayar yang ada;radio/tv;790;500;1;4;wanita bercerai/menikah;tidak ada;3;perumahan;66;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;baik
tidak ada pemeriksaan;27;berbayar yang ada;mobil baru;2570;<100;1;3;wanita bercerai/menikah;tidak ada;3;perumahan;21;tidak ada;sewa;1;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;6;kredit penting/kredit lainnya;mobil baru;250;>=1000;1;2;wanita bercerai/menikah;tidak ada;2;perumahan;41;bank;milik sendiri;2;tidak terampil;1;tidak;ya;baik
tidak ada pemeriksaan;15;kredit penting/kredit lainnya;radio/tv;1316;500;1;2;pria menikah/duda;tidak ada;2;asuransi jiwa;47;tidak ada;milik sendiri;2;tidak terampil;1;tidak;ya;baik
<0;18;berbayar yang ada;radio/tv;1882;<100;1;4;wanita bercerai/menikah;tidak ada;4;mobil;25;bank;sewa;2;terampil;1;tidak;ya;buruk
0<=X<200;48;lunas seluruhnya;bisnis;6416;<100;>=7;4;wanita bercerai/menikah;tidak ada;3;tidak diketahui;59;tidak ada;sewa;1;terampil;1;tidak;ya;buruk
>=200;24;kredit penting/kredit lainnya;bisnis;1275;>=1000;1;2;pria bercerai;tidak ada;4;perumahan;36;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
0<=X<200;24;sebelumnya tertunda;radio/tv;6403;<100;<1;1;pria lajang;tidak ada;2;mobil;33;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
<0;24;berbayar yang ada;radio/tv;1987;<100;1;2;pria lajang;tidak ada;4;perumahan;21;tidak ada;sewa;1;tidak terampil;2;tidak;ya;buruk
0<=X<200;8;berbayar yang ada;radio/tv;760;<100;4;4;wanita bercerai/menikah;penjamin;2;perumahan;44;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;baik
tidak ada pemeriksaan;24;berbayar yang ada;mobil bekas;2603;>=1000;1;2;wanita bercerai/menikah;tidak ada;4;mobil;28;tidak ada;sewa;1;terampil;1;ya;ya;baik
tidak ada pemeriksaan;4;kredit penting/kredit lainnya;mobil baru;3380;<100;4;1;wanita bercerai/menikah;tidak ada;1;perumahan;37;tidak ada;milik sendiri;1;terampil;2;tidak;ya;baik
0<=X<200;36;lunas seluruhnya;peralatan rumah tangga;3990;tidak diketahui;<1;3;wanita bercerai/menikah;tidak ada;2;tidak diketahui;29;bank;milik sendiri;1;unemp/tidak terampil non res;1;tidak;ya;baik
0<=X<200;24;berbayar yang ada;mobil bekas;11560;<100;1;1;wanita bercerai/menikah;tidak ada;4;mobil;23;tidak ada;sewa;2;kualifikasi tinggi;1;tidak;ya;buruk
<0;18;berbayar yang ada;mobil baru;4380;100;1;3;pria lajang;tidak ada;4;mobil;35;tidak ada;milik sendiri;1;tidak terampil;2;ya;ya;baik
tidak ada pemeriksaan;6;kredit penting/kredit lainnya;mobil baru;6761;<100;4;1;pria lajang;tidak ada;3;tidak diketahui;45;tidak ada;milik sendiri;2;kualifikasi tinggi;2;ya;ya;baik
0<=X<200;30;tidak ada kredit/kredit lunas;bisnis;4280;100;1;4;wanita bercerai/menikah;tidak ada;4;mobil;26;tidak ada;sewa;2;tidak terampil;1;tidak;ya;buruk
<0;24;lunas seluruhnya;mobil baru;2325;100;4;2;pria lajang;tidak ada;3;mobil;32;bank;milik sendiri;1;terampil;1;tidak;ya;baik
0<=X<200;10;lunas seluruhnya;radio/tv;1048;<100;1;4;pria lajang;tidak ada;4;perumahan;23;toko;milik sendiri;1;tidak terampil;1;tidak;ya;baik
tidak ada pemeriksaan;21;berbayar yang ada;radio/tv;3160;tidak diketahui;>=7;4;pria lajang;tidak ada;3;asuransi jiwa;41;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
<0;24;lunas seluruhnya;perabot/perlengkapan;2483;500;1;4;pria lajang;tidak ada;4;perumahan;22;toko;milik sendiri;1;terampil;1;ya;ya;baik
<0;39;kredit penting/kredit lainnya;perabot/perlengkapan;14179;tidak diketahui;4;4;pria lajang;tidak ada;4;asuransi jiwa;30;tidak ada;milik sendiri;2;kualifikasi tinggi;1;ya;ya;baik
<0;13;kredit penting/kredit lainnya;bisnis;1797;<100;<1;3;pria lajang;tidak ada;1;asuransi jiwa;28;bank;milik sendiri;2;tidak terampil;1;tidak;ya;baik
<0;15;berbayar yang ada;mobil baru;2511;<100;pengangguran;1;wanita bercerai/menikah;tidak ada;4;mobil;23;tidak ada;sewa;1;terampil;1;tidak;ya;baik
<0;12;berbayar yang ada;mobil baru;1274;<100;<1;3;wanita bercerai/menikah;tidak ada;1;perumahan;37;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;21;berbayar yang ada;mobil bekas;5248;tidak diketahui;1;1;pria lajang;tidak ada;3;mobil;26;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;15;berbayar yang ada;mobil bekas;3029;<100;4;2;pria lajang;tidak ada;2;mobil;33;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
<0;6;berbayar yang ada;perabot/perlengkapan;428;<100;>=7;2;wanita bercerai/menikah;tidak ada;1;asuransi jiwa;49;bank;milik sendiri;1;terampil;1;ya;ya;baik
<0;18;berbayar yang ada;mobil baru;976;<100;<1;1;wanita bercerai/menikah;tidak ada;2;mobil;23;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;buruk
0<=X<200;12;berbayar yang ada;bisnis;841;100;4;2;wanita bercerai/menikah;tidak ada;4;perumahan;23;tidak ada;sewa;1;tidak terampil;1;tidak;ya;baik
tidak ada pemeriksaan;30;kredit penting/kredit lainnya;radio/tv;5771;<100;4;4;wanita bercerai/menikah;tidak ada;2;mobil;25;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;12;sebelumnya tertunda;perbaikan;1555;>=1000;>=7;4;pria lajang;tidak ada;4;tidak diketahui;55;tidak ada;gratis;2;terampil;2;tidak;ya;buruk
<0;24;berbayar yang ada;mobil baru;1285;tidak diketahui;4;4;wanita bercerai/menikah;tidak ada;4;tidak diketahui;32;tidak ada;sewa;1;terampil;1;tidak;ya;buruk
>=200;6;kredit penting/kredit lainnya;mobil baru;1299;<100;1;1;pria lajang;tidak ada;1;perumahan;74;tidak ada;milik sendiri;3;unemp/tidak terampil non res;2;tidak;tidak;baik
>=200;15;kredit penting/kredit lainnya;radio/tv;1271;tidak diketahui;1;3;pria lajang;tidak ada;4;tidak diketahui;39;tidak ada;gratis;2;terampil;1;ya;ya;buruk
tidak ada pemeriksaan;24;berbayar yang ada;mobil baru;1393;<100;1;2;pria lajang;penjamin;2;perumahan;31;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
<0;12;kredit penting/kredit lainnya;mobil baru;691;<100;>=7;4;pria lajang;tidak ada;3;asuransi jiwa;35;tidak ada;milik sendiri;2;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;15;kredit penting/kredit lainnya;mobil baru;5045;tidak diketahui;>=7;1;wanita bercerai/menikah;tidak ada;4;mobil;59;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
<0;18;kredit penting/kredit lainnya;perabot/perlengkapan;2124;<100;1;4;wanita bercerai/menikah;tidak ada;4;perumahan;24;tidak ada;sewa;2;terampil;1;tidak;ya;buruk
<0;12;berbayar yang ada;radio/tv;2214;<100;1;4;pria lajang;tidak ada;3;asuransi jiwa;24;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;baik
tidak ada pemeriksaan;21;kredit penting/kredit lainnya;mobil baru;12680;tidak diketahui;>=7;4;pria lajang;tidak ada;4;tidak diketahui;30;tidak ada;gratis;1;kualifikasi tinggi;1;ya;ya;buruk
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;mobil baru;2463;100;4;4;pria menikah/duda;tidak ada;3;asuransi jiwa;27;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
0<=X<200;12;berbayar yang ada;radio/tv;1155;<100;>=7;3;pria menikah/duda;penjamin;3;perumahan;40;bank;milik sendiri;2;tidak terampil;1;tidak;ya;baik
<0;30;berbayar yang ada;perabot/perlengkapan;3108;<100;<1;2;pria bercerai;tidak ada;4;asuransi jiwa;31;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;10;berbayar yang ada;mobil bekas;2901;tidak diketahui;<1;1;wanita bercerai/menikah;tidak ada;4;perumahan;31;tidak ada;sewa;1;terampil;1;tidak;ya;baik
0<=X<200;12;kredit penting/kredit lainnya;perabot/perlengkapan;3617;<100;>=7;1;pria lajang;tidak ada;4;mobil;28;tidak ada;sewa;3;terampil;1;ya;ya;baik
tidak ada pemeriksaan;12;kredit penting/kredit lainnya;radio/tv;1655;<100;>=7;2;pria lajang;tidak ada;4;perumahan;63;tidak ada;milik sendiri;2;tidak terampil;1;ya;ya;baik
<0;24;berbayar yang ada;mobil bekas;2812;tidak diketahui;>=7;2;wanita bercerai/menikah;tidak ada;4;perumahan;26;tidak ada;sewa;1;terampil;1;tidak;ya;baik
<0;36;kredit penting/kredit lainnya;pendidikan;8065;<100;1;3;wanita bercerai/menikah;tidak ada;2;tidak diketahui;25;tidak ada;milik sendiri;2;kualifikasi tinggi;1;ya;ya;buruk
tidak ada pemeriksaan;21;kredit penting/kredit lainnya;mobil bekas;3275;<100;>=7;1;pria lajang;tidak ada;4;mobil;36;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;baik
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;radio/tv;2223;100;>=7;4;pria lajang;tidak ada;4;asuransi jiwa;52;bank;milik sendiri;2;terampil;1;tidak;ya;baik
>=200;12;kredit penting/kredit lainnya;mobil baru;1480;500;pengangguran;2;pria lajang;tidak ada;4;tidak diketahui;66;bank;gratis;3;unemp/tidak terampil non res;1;tidak;ya;baik
<0;24;berbayar yang ada;mobil baru;1371;tidak diketahui;1;4;wanita bercerai/menikah;tidak ada;4;perumahan;25;tidak ada;sewa;1;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;36;kredit penting/kredit lainnya;mobil baru;3535;<100;4;4;pria lajang;tidak ada;4;mobil;37;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
<0;18;berbayar yang ada;radio/tv;3509;<100;4;4;wanita bercerai/menikah;penjamin;1;perumahan;25;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;36;kredit penting/kredit lainnya;mobil bekas;5711;>=1000;>=7;4;pria lajang;tidak ada;2;mobil;38;tidak ada;milik sendiri;2;kualifikasi tinggi;1;ya;ya;baik
0<=X<200;18;berbayar yang ada;perbaikan;3872;<100;pengangguran;2;wanita bercerai/menikah;tidak ada;4;mobil;67;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
0<=X<200;39;kredit penting/kredit lainnya;radio/tv;4933;<100;4;2;pria lajang;penjamin;2;perumahan;25;tidak ada;milik sendiri;2;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;mobil baru;1940;>=1000;>=7;4;pria lajang;tidak ada;4;perumahan;60;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
0<=X<200;12;tidak ada kredit/kredit lunas;pengalihan karir;1410;<100;1;2;pria lajang;tidak ada;2;perumahan;31;tidak ada;milik sendiri;1;tidak terampil;1;ya;ya;baik
0<=X<200;12;berbayar yang ada;mobil baru;836;100;<1;4;wanita bercerai/menikah;tidak ada;2;asuransi jiwa;23;bank;milik sendiri;1;tidak terampil;1;tidak;ya;buruk
0<=X<200;20;berbayar yang ada;mobil bekas;6468;tidak diketahui;pengangguran;1;pria bercerai;tidak ada;4;perumahan;60;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;baik
0<=X<200;18;berbayar yang ada;bisnis;1941;>=1000;1;4;pria lajang;tidak ada;2;asuransi jiwa;35;tidak ada;milik sendiri;1;tidak terampil;1;ya;ya;baik
tidak ada pemeriksaan;22;berbayar yang ada;radio/tv;2675;500;>=7;3;pria lajang;tidak ada;4;mobil;40;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;48;kredit penting/kredit lainnya;mobil bekas;2751;tidak diketahui;>=7;4;pria lajang;tidak ada;3;mobil;38;tidak ada;milik sendiri;2;terampil;2;ya;ya;baik
0<=X<200;48;sebelumnya tertunda;pendidikan;6224;<100;>=7;4;pria lajang;tidak ada;4;tidak diketahui;50;tidak ada;gratis;1;terampil;1;tidak;ya;buruk
<0;40;kredit penting/kredit lainnya;pendidikan;5998;<100;1;4;pria lajang;tidak ada;3;tidak diketahui;27;bank;milik sendiri;1;terampil;1;ya;ya;buruk
0<=X<200;21;berbayar yang ada;bisnis;1188;<100;>=7;2;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;39;tidak ada;milik sendiri;1;terampil;2;tidak;ya;buruk
tidak ada pemeriksaan;24;berbayar yang ada;mobil bekas;6313;tidak diketahui;>=7;3;pria lajang;tidak ada;4;mobil;41;tidak ada;milik sendiri;1;kualifikasi tinggi;2;ya;ya;baik
tidak ada pemeriksaan;6;kredit penting/kredit lainnya;perabot/perlengkapan;1221;tidak diketahui;1;1;pria menikah/duda;tidak ada;2;asuransi jiwa;27;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
>=200;24;berbayar yang ada;perabot/perlengkapan;2892;<100;>=7;3;pria bercerai;tidak ada;4;tidak diketahui;51;tidak ada;gratis;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;24;berbayar yang ada;perabot/perlengkapan;3062;500;>=7;4;pria lajang;tidak ada;3;tidak diketahui;32;tidak ada;sewa;1;terampil;1;ya;ya;baik
tidak ada pemeriksaan;9;berbayar yang ada;perabot/perlengkapan;2301;100;<1;2;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;22;tidak ada;sewa;1;terampil;1;tidak;ya;baik
<0;18;berbayar yang ada;mobil bekas;7511;tidak diketahui;>=7;1;pria lajang;tidak ada;4;asuransi jiwa;51;tidak ada;gratis;1;terampil;2;ya;ya;buruk
tidak ada pemeriksaan;12;kredit penting/kredit lainnya;perabot/perlengkapan;1258;<100;<1;2;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;22;tidak ada;sewa;2;tidak terampil;1;tidak;ya;baik
tidak ada pemeriksaan;24;sebelumnya tertunda;mobil baru;717;tidak diketahui;>=7;4;pria menikah/duda;tidak ada;4;mobil;54;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
0<=X<200;9;berbayar yang ada;mobil baru;1549;tidak diketahui;<1;4;pria lajang;tidak ada;2;perumahan;35;tidak ada;milik sendiri;1;unemp/tidak terampil non res;1;tidak;ya;baik
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;pendidikan;1597;<100;>=7;4;pria lajang;tidak ada;4;tidak diketahui;54;tidak ada;gratis;2;terampil;2;tidak;ya;baik
0<=X<200;18;kredit penting/kredit lainnya;radio/tv;1795;<100;>=7;3;wanita bercerai/menikah;penjamin;4;perumahan;48;bank;sewa;2;tidak terampil;1;ya;ya;baik
<0;20;kredit penting/kredit lainnya;perabot/perlengkapan;4272;<100;>=7;1;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;24;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;12;kredit penting/kredit lainnya;radio/tv;976;tidak diketahui;>=7;4;pria lajang;tidak ada;4;mobil;35;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
0<=X<200;12;berbayar yang ada;mobil baru;7472;tidak diketahui;pengangguran;1;wanita bercerai/menikah;tidak ada;2;perumahan;24;tidak ada;sewa;1;unemp/tidak terampil non res;1;tidak;ya;baik
<0;36;berbayar yang ada;mobil baru;9271;<100;4;2;pria lajang;tidak ada;1;mobil;24;tidak ada;milik sendiri;1;terampil;1;ya;ya;buruk
0<=X<200;6;berbayar yang ada;radio/tv;590;<100;<1;3;pria menikah/duda;tidak ada;3;perumahan;26;tidak ada;milik sendiri;1;tidak terampil;1;tidak;tidak;baik
tidak ada pemeriksaan;12;kredit penting/kredit lainnya;radio/tv;930;tidak diketahui;>=7;4;pria lajang;tidak ada;4;perumahan;65;tidak ada;milik sendiri;4;terampil;1;tidak;ya;baik
0<=X<200;42;lunas seluruhnya;mobil bekas;9283;<100;pengangguran;1;pria lajang;tidak ada;2;tidak diketahui;55;bank;gratis;1;kualifikasi tinggi;1;ya;ya;baik
0<=X<200;15;tidak ada kredit/kredit lunas;mobil baru;1778;<100;<1;2;wanita bercerai/menikah;tidak ada;1;perumahan;26;tidak ada;sewa;2;unemp/tidak terampil non res;1;tidak;ya;buruk
0<=X<200;8;berbayar yang ada;bisnis;907;<100;<1;3;pria menikah/duda;tidak ada;2;perumahan;26;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
0<=X<200;6;berbayar yang ada;radio/tv;484;<100;4;3;pria menikah/duda;penjamin;3;perumahan;28;bank;milik sendiri;1;tidak terampil;1;tidak;ya;baik
<0;36;kredit penting/kredit lainnya;mobil bekas;9629;<100;4;4;pria lajang;tidak ada;4;mobil;24;tidak ada;milik sendiri;2;terampil;1;ya;ya;buruk
<0;48;berbayar yang ada;peralatan rumah tangga;3051;<100;1;3;pria lajang;tidak ada;4;mobil;54;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
<0;48;berbayar yang ada;mobil baru;3931;<100;4;4;pria lajang;tidak ada;4;tidak diketahui;46;tidak ada;gratis;1;terampil;2;tidak;ya;buruk
0<=X<200;36;sebelumnya tertunda;mobil baru;7432;<100;1;2;wanita bercerai/menikah;tidak ada;2;asuransi jiwa;54;tidak ada;sewa;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;6;berbayar yang ada;peralatan rumah tangga;1338;500;1;1;pria bercerai;tidak ada;4;perumahan;62;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;6;kredit penting/kredit lainnya;radio/tv;1554;<100;4;1;wanita bercerai/menikah;tidak ada;2;mobil;24;tidak ada;sewa;2;terampil;1;ya;ya;baik
<0;36;berbayar yang ada;lainnya;15857;<100;pengangguran;2;pria bercerai;pemohon bersama;3;mobil;43;tidak ada;milik sendiri;1;kualifikasi tinggi;1;tidak;ya;baik
<0;18;berbayar yang ada;radio/tv;1345;<100;1;4;pria menikah/duda;tidak ada;3;perumahan;26;bank;milik sendiri;1;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;12;berbayar yang ada;mobil baru;1101;<100;1;3;pria menikah/duda;tidak ada;2;perumahan;27;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
>=200;12;berbayar yang ada;radio/tv;3016;<100;1;3;pria menikah/duda;tidak ada;1;mobil;24;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
<0;36;berbayar yang ada;perabot/perlengkapan;2712;<100;>=7;2;pria lajang;tidak ada;2;asuransi jiwa;41;bank;milik sendiri;1;terampil;2;tidak;ya;buruk
<0;8;kredit penting/kredit lainnya;mobil baru;731;<100;>=7;4;pria lajang;tidak ada;4;perumahan;47;tidak ada;milik sendiri;2;tidak terampil;1;tidak;ya;baik
tidak ada pemeriksaan;18;kredit penting/kredit lainnya;perabot/perlengkapan;3780;<100;<1;3;pria bercerai;tidak ada;2;mobil;35;tidak ada;milik sendiri;2;kualifikasi tinggi;1;ya;ya;baik
<0;21;kredit penting/kredit lainnya;mobil baru;1602;<100;>=7;4;pria menikah/duda;tidak ada;3;mobil;30;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
<0;18;kredit penting/kredit lainnya;mobil baru;3966;<100;>=7;1;wanita bercerai/menikah;tidak ada;4;perumahan;33;bank;sewa;3;terampil;1;ya;ya;buruk
tidak ada pemeriksaan;18;tidak ada kredit/kredit lunas;bisnis;4165;<100;1;2;pria lajang;tidak ada;2;mobil;36;toko;milik sendiri;2;terampil;2;tidak;ya;buruk
<0;36;berbayar yang ada;mobil bekas;8335;tidak diketahui;>=7;3;pria lajang;tidak ada;4;tidak diketahui;47;tidak ada;gratis;1;terampil;1;tidak;ya;buruk
0<=X<200;48;sebelumnya tertunda;bisnis;6681;tidak diketahui;1;4;pria lajang;tidak ada;4;tidak diketahui;38;tidak ada;gratis;1;terampil;2;ya;ya;baik
tidak ada pemeriksaan;24;sebelumnya tertunda;bisnis;2375;500;1;4;pria lajang;tidak ada;2;mobil;44;tidak ada;milik sendiri;2;terampil;2;ya;ya;baik
<0;18;berbayar yang ada;mobil baru;1216;<100;<1;4;wanita bercerai/menikah;tidak ada;3;mobil;23;tidak ada;sewa;1;terampil;1;ya;ya;buruk
<0;45;tidak ada kredit/kredit lunas;bisnis;11816;<100;>=7;2;pria lajang;tidak ada;4;mobil;29;tidak ada;sewa;2;terampil;1;tidak;ya;buruk
0<=X<200;24;berbayar yang ada;radio/tv;5084;tidak diketahui;>=7;2;wanita bercerai/menikah;tidak ada;4;mobil;42;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
>=200;15;berbayar yang ada;radio/tv;2327;<100;<1;2;wanita bercerai/menikah;tidak ada;3;perumahan;25;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;buruk
<0;12;tidak ada kredit/kredit lunas;mobil baru;1082;<100;1;4;pria lajang;tidak ada;4;mobil;48;bank;milik sendiri;2;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;12;berbayar yang ada;radio/tv;886;tidak diketahui;1;4;wanita bercerai/menikah;tidak ada;2;mobil;21;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;4;berbayar yang ada;perabot/perlengkapan;601;<100;<1;1;wanita bercerai/menikah;tidak ada;3;perumahan;23;tidak ada;sewa;1;tidak terampil;2;tidak;ya;baik
<0;24;kredit penting/kredit lainnya;mobil bekas;2957;<100;>=7;4;pria lajang;tidak ada;4;asuransi jiwa;63;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;radio/tv;2611;<100;>=7;4;pria menikah/duda;pemohon bersama;3;perumahan;46;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
<0;36;berbayar yang ada;perabot/perlengkapan;5179;<100;4;4;pria lajang;tidak ada;2;asuransi jiwa;29;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;21;sebelumnya tertunda;mobil bekas;2993;<100;1;3;pria lajang;tidak ada;2;perumahan;28;toko;milik sendiri;2;tidak terampil;1;tidak;ya;baik
tidak ada pemeriksaan;18;berbayar yang ada;perbaikan;1943;<100;<1;4;wanita bercerai/menikah;tidak ada;4;perumahan;23;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;24;lunas seluruhnya;bisnis;1559;<100;4;4;pria lajang;tidak ada;4;mobil;50;bank;milik sendiri;1;terampil;1;ya;ya;baik
tidak ada pemeriksaan;18;berbayar yang ada;perabot/perlengkapan;3422;<100;>=7;4;pria lajang;tidak ada;4;asuransi jiwa;47;bank;milik sendiri;3;terampil;2;ya;ya;baik
0<=X<200;21;berbayar yang ada;perabot/perlengkapan;3976;tidak diketahui;4;2;pria lajang;tidak ada;3;mobil;35;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
tidak ada pemeriksaan;18;berbayar yang ada;mobil baru;6761;tidak diketahui;1;2;pria lajang;tidak ada;4;mobil;68;tidak ada;sewa;2;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;24;berbayar yang ada;mobil baru;1249;<100;<1;4;pria menikah/duda;tidak ada;2;perumahan;28;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
<0;9;berbayar yang ada;radio/tv;1364;<100;4;3;pria lajang;tidak ada;4;perumahan;59;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
<0;12;berbayar yang ada;radio/tv;709;<100;>=7;4;pria lajang;tidak ada;4;perumahan;57;toko;milik sendiri;1;tidak terampil;1;tidak;ya;buruk
<0;20;kredit penting/kredit lainnya;mobil baru;2235;<100;1;4;pria menikah/duda;penjamin;2;asuransi jiwa;33;bank;sewa;2;terampil;1;tidak;tidak;buruk
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;mobil bekas;4042;tidak diketahui;4;3;pria lajang;tidak ada;4;asuransi jiwa;43;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
tidak ada pemeriksaan;15;kredit penting/kredit lainnya;radio/tv;1471;<100;1;4;pria lajang;tidak ada;4;tidak diketahui;35;tidak ada;gratis;2;terampil;1;ya;ya;baik
<0;18;lunas seluruhnya;mobil baru;1442;<100;4;4;pria lajang;tidak ada;4;tidak diketahui;32;tidak ada;gratis;2;tidak terampil;2;tidak;ya;buruk
tidak ada pemeriksaan;36;sebelumnya tertunda;mobil baru;10875;<100;>=7;2;pria lajang;tidak ada;2;mobil;45;tidak ada;milik sendiri;2;terampil;2;ya;ya;baik
tidak ada pemeriksaan;24;berbayar yang ada;mobil baru;1474;100;<1;4;pria menikah/duda;tidak ada;3;perumahan;33;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
tidak ada pemeriksaan;10;berbayar yang ada;pengalihan karir;894;tidak diketahui;4;4;wanita bercerai/menikah;tidak ada;3;asuransi jiwa;40;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
tidak ada pemeriksaan;15;kredit penting/kredit lainnya;perabot/perlengkapan;3343;<100;1;4;pria lajang;tidak ada;2;tidak diketahui;28;tidak ada;gratis;1;terampil;1;ya;ya;baik
<0;15;berbayar yang ada;mobil baru;3959;<100;1;3;wanita bercerai/menikah;tidak ada;2;asuransi jiwa;29;tidak ada;milik sendiri;1;terampil;1;ya;ya;buruk
tidak ada pemeriksaan;9;berbayar yang ada;mobil baru;3577;100;1;1;pria lajang;penjamin;2;perumahan;26;tidak ada;sewa;1;terampil;2;tidak;tidak;baik
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;mobil bekas;5804;>=1000;1;4;pria lajang;tidak ada;2;perumahan;27;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;18;sebelumnya tertunda;bisnis;2169;<100;1;4;pria menikah/duda;tidak ada;2;mobil;28;tidak ada;milik sendiri;1;terampil;1;ya;ya;buruk
<0;24;berbayar yang ada;radio/tv;2439;<100;<1;4;wanita bercerai/menikah;tidak ada;4;perumahan;35;tidak ada;milik sendiri;1;terampil;1;ya;ya;buruk
tidak ada pemeriksaan;27;kredit penting/kredit lainnya;perabot/perlengkapan;4526;>=1000;<1;4;pria lajang;tidak ada;2;perumahan;32;toko;milik sendiri;2;tidak terampil;2;ya;ya;baik
tidak ada pemeriksaan;10;berbayar yang ada;perabot/perlengkapan;2210;<100;1;2;pria lajang;tidak ada;2;perumahan;25;bank;sewa;1;tidak terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;15;berbayar yang ada;perabot/perlengkapan;2221;500;1;2;wanita bercerai/menikah;tidak ada;4;mobil;20;tidak ada;sewa;1;terampil;1;tidak;ya;baik
<0;18;berbayar yang ada;radio/tv;2389;<100;<1;4;wanita bercerai/menikah;tidak ada;1;mobil;27;toko;milik sendiri;1;terampil;1;tidak;ya;baik
